config,shorthand,family,role,featurizer,classifier,description,repeat_seed,fold,acc,classwise,precision_macro,recall_macro,f1_macro,best_substrate,worst_substrate,wall_sec
ours_CountVec_v2_OvR_ET,cpuV2__ET500_log2,ours_shallow,shallow,"CountVec_cpu_v2 (split ',' '|' '_'; TC->3-level family; CAZy family fallback)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Deployed model: CountVec with the v2 tokenizer x ExtraTrees.,42,0,0.9077669902912622,,0.888435175935176,0.8949022395732923,0.8902976389986194,alpha-mannan=1.00,arabinogalactan=0.71,4.775378942489624
ours_CountVec_v2_OvR_ET,cpuV2__ET500_log2,ours_shallow,shallow,"CountVec_cpu_v2 (split ',' '|' '_'; TC->3-level family; CAZy family fallback)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Deployed model: CountVec with the v2 tokenizer x ExtraTrees.,42,1,0.912621359223301,,0.8957341269841269,0.9215435222672066,0.9039427162628519,alpha-mannan=1.00,fructan=0.80,4.7706029415130615
ours_CountVec_v2_OvR_ET,cpuV2__ET500_log2,ours_shallow,shallow,"CountVec_cpu_v2 (split ',' '|' '_'; TC->3-level family; CAZy family fallback)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Deployed model: CountVec with the v2 tokenizer x ExtraTrees.,42,2,0.8883495145631068,,0.8901229722658295,0.867814889788574,0.8769648150515343,alpha-mannan=1.00,galactan=0.62,4.8333659172058105
ours_CountVec_v2_OvR_ET,cpuV2__ET500_log2,ours_shallow,shallow,"CountVec_cpu_v2 (split ',' '|' '_'; TC->3-level family; CAZy family fallback)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Deployed model: CountVec with the v2 tokenizer x ExtraTrees.,42,3,0.9320388349514563,,0.9508964233841685,0.9123015873015872,0.9263389698327887,alpha-mannan=1.00,arabinogalactan=0.77,4.873102188110352
ours_CountVec_v2_OvR_ET,cpuV2__ET500_log2,ours_shallow,shallow,"CountVec_cpu_v2 (split ',' '|' '_'; TC->3-level family; CAZy family fallback)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Deployed model: CountVec with the v2 tokenizer x ExtraTrees.,42,4,0.9077669902912622,,0.9301265401265403,0.9125396825396824,0.9192304962116049,arabinogalactan=1.00,beta-glucan=0.83,4.8802101612091064
ours_CountVec_v2_OvR_ET,cpuV2__ET500_log2,ours_shallow,shallow,"CountVec_cpu_v2 (split ',' '|' '_'; TC->3-level family; CAZy family fallback)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Deployed model: CountVec with the v2 tokenizer x ExtraTrees.,43,0,0.9368932038834952,,0.942481948919919,0.9405308543795387,0.9411582350547456,fructan=1.00,arabinogalactan=0.86,4.941821813583374
ours_CountVec_v2_OvR_ET,cpuV2__ET500_log2,ours_shallow,shallow,"CountVec_cpu_v2 (split ',' '|' '_'; TC->3-level family; CAZy family fallback)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Deployed model: CountVec with the v2 tokenizer x ExtraTrees.,43,1,0.9029126213592233,,0.8976227145870004,0.8990895909645911,0.8953596945409242,alpha-mannan=1.00,arabinogalactan=0.77,4.850441932678223
ours_CountVec_v2_OvR_ET,cpuV2__ET500_log2,ours_shallow,shallow,"CountVec_cpu_v2 (split ',' '|' '_'; TC->3-level family; CAZy family fallback)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Deployed model: CountVec with the v2 tokenizer x ExtraTrees.,43,2,0.9223300970873787,,0.9383975256769376,0.9184884486858172,0.9262989787989788,alpha-mannan=1.00,xylan=0.85,4.837659120559692
ours_CountVec_v2_OvR_ET,cpuV2__ET500_log2,ours_shallow,shallow,"CountVec_cpu_v2 (split ',' '|' '_'; TC->3-level family; CAZy family fallback)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Deployed model: CountVec with the v2 tokenizer x ExtraTrees.,43,3,0.9466019417475728,,0.944904401154401,0.9244543650793648,0.9303602272678928,fructan=1.00,arabinogalactan=0.62,5.029112100601196
ours_CountVec_v2_OvR_ET,cpuV2__ET500_log2,ours_shallow,shallow,"CountVec_cpu_v2 (split ',' '|' '_'; TC->3-level family; CAZy family fallback)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Deployed model: CountVec with the v2 tokenizer x ExtraTrees.,43,4,0.9320388349514563,,0.9228504208557401,0.9315468559218559,0.926100706325622,alpha-mannan=1.00,arabinogalactan=0.77,4.929197072982788
ours_CountVec_v2_OvR_ET,cpuV2__ET500_log2,ours_shallow,shallow,"CountVec_cpu_v2 (split ',' '|' '_'; TC->3-level family; CAZy family fallback)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Deployed model: CountVec with the v2 tokenizer x ExtraTrees.,44,0,0.8932038834951457,,0.9099252761533464,0.89207943737549,0.8979979182120097,fructan=1.00,beta-mannan=0.78,4.973768949508667
ours_CountVec_v2_OvR_ET,cpuV2__ET500_log2,ours_shallow,shallow,"CountVec_cpu_v2 (split ',' '|' '_'; TC->3-level family; CAZy family fallback)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Deployed model: CountVec with the v2 tokenizer x ExtraTrees.,44,1,0.9368932038834952,,0.9507730491186371,0.9246329365079364,0.9303617259908789,xylan=1.00,arabinogalactan=0.73,5.017466068267822
ours_CountVec_v2_OvR_ET,cpuV2__ET500_log2,ours_shallow,shallow,"CountVec_cpu_v2 (split ',' '|' '_'; TC->3-level family; CAZy family fallback)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Deployed model: CountVec with the v2 tokenizer x ExtraTrees.,44,2,0.9271844660194175,,0.9353874883286649,0.910296574770259,0.9178001425989932,pectin=1.00,arabinogalactan=0.55,4.923917770385742
ours_CountVec_v2_OvR_ET,cpuV2__ET500_log2,ours_shallow,shallow,"CountVec_cpu_v2 (split ',' '|' '_'; TC->3-level family; CAZy family fallback)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Deployed model: CountVec with the v2 tokenizer x ExtraTrees.,44,3,0.9320388349514563,,0.9234806166056165,0.9308417277167277,0.9255962389461548,arabinogalactan=1.00,fructan=0.80,4.9374840259552
ours_CountVec_v2_OvR_ET,cpuV2__ET500_log2,ours_shallow,shallow,"CountVec_cpu_v2 (split ',' '|' '_'; TC->3-level family; CAZy family fallback)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Deployed model: CountVec with the v2 tokenizer x ExtraTrees.,44,4,0.9077669902912622,,0.9267946843604739,0.8743353174603175,0.8890429432108999,fructan=1.00,alpha-mannan=0.67,4.9415130615234375
ours_CountVec_v2_OvR_ET,cpuV2__ET500_log2,ours_shallow,shallow,"CountVec_cpu_v2 (split ',' '|' '_'; TC->3-level family; CAZy family fallback)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Deployed model: CountVec with the v2 tokenizer x ExtraTrees.,45,0,0.9174757281553398,,0.9184356999643658,0.903942709337446,0.907586012920128,alpha-mannan=1.00,arabinogalactan=0.67,4.944723844528198
ours_CountVec_v2_OvR_ET,cpuV2__ET500_log2,ours_shallow,shallow,"CountVec_cpu_v2 (split ',' '|' '_'; TC->3-level family; CAZy family fallback)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Deployed model: CountVec with the v2 tokenizer x ExtraTrees.,45,1,0.912621359223301,,0.9290297202797202,0.914126221001221,0.9192861913143342,xylan=1.00,beta-mannan=0.75,4.968183994293213
ours_CountVec_v2_OvR_ET,cpuV2__ET500_log2,ours_shallow,shallow,"CountVec_cpu_v2 (split ',' '|' '_'; TC->3-level family; CAZy family fallback)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Deployed model: CountVec with the v2 tokenizer x ExtraTrees.,45,2,0.8980582524271845,,0.9011602418745276,0.9076055121778808,0.8995782362704934,alpha-mannan=1.00,galactan=0.73,5.0350189208984375
ours_CountVec_v2_OvR_ET,cpuV2__ET500_log2,ours_shallow,shallow,"CountVec_cpu_v2 (split ',' '|' '_'; TC->3-level family; CAZy family fallback)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Deployed model: CountVec with the v2 tokenizer x ExtraTrees.,45,3,0.9368932038834952,,0.9347967772967772,0.9397016178266178,0.936351111133756,chitin=1.00,beta-mannan=0.86,5.009224891662598
ours_CountVec_v2_OvR_ET,cpuV2__ET500_log2,ours_shallow,shallow,"CountVec_cpu_v2 (split ',' '|' '_'; TC->3-level family; CAZy family fallback)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Deployed model: CountVec with the v2 tokenizer x ExtraTrees.,45,4,0.9174757281553398,,0.9056476236529428,0.9047214590964591,0.9016117221875569,alpha-mannan=1.00,arabinogalactan=0.67,5.03718900680542
ours_CountVec_v2_OvR_ET,cpuV2__ET500_log2,ours_shallow,shallow,"CountVec_cpu_v2 (split ',' '|' '_'; TC->3-level family; CAZy family fallback)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Deployed model: CountVec with the v2 tokenizer x ExtraTrees.,46,0,0.9271844660194175,,0.937614468864469,0.9204608476319004,0.9272361599771589,alpha-mannan=1.00,fructan=0.83,5.074985980987549
ours_CountVec_v2_OvR_ET,cpuV2__ET500_log2,ours_shallow,shallow,"CountVec_cpu_v2 (split ',' '|' '_'; TC->3-level family; CAZy family fallback)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Deployed model: CountVec with the v2 tokenizer x ExtraTrees.,46,1,0.8980582524271845,,0.90163077010614,0.8877136752136753,0.8915838873592157,alpha-mannan=1.00,galactan=0.69,5.020597219467163
ours_CountVec_v2_OvR_ET,cpuV2__ET500_log2,ours_shallow,shallow,"CountVec_cpu_v2 (split ',' '|' '_'; TC->3-level family; CAZy family fallback)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Deployed model: CountVec with the v2 tokenizer x ExtraTrees.,46,2,0.9223300970873787,,0.9291679636045399,0.9057482648930018,0.9142654026572229,fructan=1.00,arabinogalactan=0.67,4.947533130645752
ours_CountVec_v2_OvR_ET,cpuV2__ET500_log2,ours_shallow,shallow,"CountVec_cpu_v2 (split ',' '|' '_'; TC->3-level family; CAZy family fallback)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Deployed model: CountVec with the v2 tokenizer x ExtraTrees.,46,3,0.9223300970873787,,0.9215124333301947,0.9344627594627594,0.9258088248031479,alpha-mannan=1.00,arabinogalactan=0.82,5.031917095184326
ours_CountVec_v2_OvR_ET,cpuV2__ET500_log2,ours_shallow,shallow,"CountVec_cpu_v2 (split ',' '|' '_'; TC->3-level family; CAZy family fallback)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Deployed model: CountVec with the v2 tokenizer x ExtraTrees.,46,4,0.9174757281553398,,0.9298504863359937,0.9073611111111112,0.9152055838509524,fructan=1.00,galactan=0.76,5.144652605056763
ours_CountVec_OvR_ET,cpu__ET500_log2,ours_shallow,shallow,"CountVec_cpu (split ',' '|' '_'; sparse counts)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Our tuned CountVec × ExtraTrees winner.,42,0,0.8980582524271845,,0.870682519640853,0.8547122212582737,0.8611639484870617,chitin=1.00,fructan=0.55,5.516895055770874
ours_CountVec_OvR_ET,cpu__ET500_log2,ours_shallow,shallow,"CountVec_cpu (split ',' '|' '_'; sparse counts)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Our tuned CountVec × ExtraTrees winner.,42,1,0.9029126213592233,,0.8780923163579814,0.8772662023648866,0.8756402625152625,alpha-mannan=1.00,fructan=0.67,5.49198317527771
ours_CountVec_OvR_ET,cpu__ET500_log2,ours_shallow,shallow,"CountVec_cpu (split ',' '|' '_'; sparse counts)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Our tuned CountVec × ExtraTrees winner.,42,2,0.8737864077669902,,0.8650620675620676,0.8477329541803228,0.8547900433266288,alpha-mannan=1.00,fructan=0.62,5.381761074066162
ours_CountVec_OvR_ET,cpu__ET500_log2,ours_shallow,shallow,"CountVec_cpu (split ',' '|' '_'; sparse counts)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Our tuned CountVec × ExtraTrees winner.,42,3,0.9223300970873787,,0.9402100840336135,0.8902281746031746,0.9083518915608074,alpha-mannan=1.00,arabinogalactan=0.77,5.51768684387207
ours_CountVec_OvR_ET,cpu__ET500_log2,ours_shallow,shallow,"CountVec_cpu (split ',' '|' '_'; sparse counts)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Our tuned CountVec × ExtraTrees winner.,42,4,0.9320388349514563,,0.9559139716492657,0.9123313492063492,0.9310909382492797,arabinogalactan=1.00,alpha-mannan=0.86,5.519001007080078
ours_CountVec_OvR_ET,cpu__ET500_log2,ours_shallow,shallow,"CountVec_cpu (split ',' '|' '_'; sparse counts)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Our tuned CountVec × ExtraTrees winner.,43,0,0.9466019417475728,,0.9555112643347937,0.9427423928410771,0.947294019001336,alpha-mannan=1.00,galactan=0.86,5.521711111068726
ours_CountVec_OvR_ET,cpu__ET500_log2,ours_shallow,shallow,"CountVec_cpu (split ',' '|' '_'; sparse counts)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Our tuned CountVec × ExtraTrees winner.,43,1,0.883495145631068,,0.8833888179244217,0.8572214590964592,0.8666157476074998,alpha-mannan=1.00,beta-mannan=0.70,5.37978196144104
ours_CountVec_OvR_ET,cpu__ET500_log2,ours_shallow,shallow,"CountVec_cpu (split ',' '|' '_'; sparse counts)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Our tuned CountVec × ExtraTrees winner.,43,2,0.9077669902912622,,0.9201560222555646,0.8892820994794679,0.9013994683936359,alginate=1.00,beta-mannan=0.81,5.4107348918914795
ours_CountVec_OvR_ET,cpu__ET500_log2,ours_shallow,shallow,"CountVec_cpu (split ',' '|' '_'; sparse counts)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Our tuned CountVec × ExtraTrees winner.,43,3,0.9223300970873787,,0.9303568413011137,0.8870535714285714,0.9007934944954915,chitin=1.00,arabinogalactan=0.62,5.627990961074829
ours_CountVec_OvR_ET,cpu__ET500_log2,ours_shallow,shallow,"CountVec_cpu (split ',' '|' '_'; sparse counts)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Our tuned CountVec × ExtraTrees winner.,43,4,0.9271844660194175,,0.9155423280423279,0.9006539987789988,0.904991806156295,alpha-mannan=1.00,arabinogalactan=0.67,5.582077980041504
ours_CountVec_OvR_ET,cpu__ET500_log2,ours_shallow,shallow,"CountVec_cpu (split ',' '|' '_'; sparse counts)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Our tuned CountVec × ExtraTrees winner.,44,0,0.883495145631068,,0.9011635781372624,0.8748572151532678,0.8849426560103736,alpha-mannan=1.00,beta-mannan=0.75,5.562928199768066
ours_CountVec_OvR_ET,cpu__ET500_log2,ours_shallow,shallow,"CountVec_cpu (split ',' '|' '_'; sparse counts)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Our tuned CountVec × ExtraTrees winner.,44,1,0.9223300970873787,,0.9217063492063492,0.9070917277167276,0.9116168341784107,xylan=1.00,arabinogalactan=0.67,5.637257814407349
ours_CountVec_OvR_ET,cpu__ET500_log2,ours_shallow,shallow,"CountVec_cpu (split ',' '|' '_'; sparse counts)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Our tuned CountVec × ExtraTrees winner.,44,2,0.8932038834951457,,0.9257326007326009,0.8435688580425422,0.8705690103155431,alginate=1.00,arabinogalactan=0.60,5.562323093414307
ours_CountVec_OvR_ET,cpu__ET500_log2,ours_shallow,shallow,"CountVec_cpu (split ',' '|' '_'; sparse counts)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Our tuned CountVec × ExtraTrees winner.,44,3,0.9029126213592233,,0.9012702003878474,0.8864964896214897,0.8923711663686601,alpha-mannan=1.00,fructan=0.71,5.720937967300415
ours_CountVec_OvR_ET,cpu__ET500_log2,ours_shallow,shallow,"CountVec_cpu (split ',' '|' '_'; sparse counts)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Our tuned CountVec × ExtraTrees winner.,44,4,0.8932038834951457,,0.8973565786065786,0.8373504273504273,0.8530655994508561,alginate=1.00,beta-mannan=0.64,5.5567522048950195
ours_CountVec_OvR_ET,cpu__ET500_log2,ours_shallow,shallow,"CountVec_cpu (split ',' '|' '_'; sparse counts)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Our tuned CountVec × ExtraTrees winner.,45,0,0.9029126213592233,,0.9070035423235696,0.8847119401066769,0.8915049078566258,alpha-mannan=1.00,arabinogalactan=0.67,5.5898449420928955
ours_CountVec_OvR_ET,cpu__ET500_log2,ours_shallow,shallow,"CountVec_cpu (split ',' '|' '_'; sparse counts)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Our tuned CountVec × ExtraTrees winner.,45,1,0.8980582524271845,,0.9168208643208643,0.88751221001221,0.8963224755310931,xylan=1.00,beta-mannan=0.80,5.587570905685425
ours_CountVec_OvR_ET,cpu__ET500_log2,ours_shallow,shallow,"CountVec_cpu (split ',' '|' '_'; sparse counts)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Our tuned CountVec × ExtraTrees winner.,45,2,0.912621359223301,,0.9143190374440374,0.8912067026540713,0.8998397023397023,alpha-mannan=1.00,galactan=0.71,5.672029972076416
ours_CountVec_OvR_ET,cpu__ET500_log2,ours_shallow,shallow,"CountVec_cpu (split ',' '|' '_'; sparse counts)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Our tuned CountVec × ExtraTrees winner.,45,3,0.9271844660194175,,0.9213481620718462,0.9064178876678876,0.9116395075722141,chitin=1.00,fructan=0.67,5.612130880355835
ours_CountVec_OvR_ET,cpu__ET500_log2,ours_shallow,shallow,"CountVec_cpu (split ',' '|' '_'; sparse counts)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Our tuned CountVec × ExtraTrees winner.,45,4,0.8932038834951457,,0.8979967847353997,0.8447115384615387,0.8553581132841784,alginate=1.00,arabinogalactan=0.60,5.593855142593384
ours_CountVec_OvR_ET,cpu__ET500_log2,ours_shallow,shallow,"CountVec_cpu (split ',' '|' '_'; sparse counts)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Our tuned CountVec × ExtraTrees winner.,46,0,0.8980582524271845,,0.9078887045868177,0.8722714639162006,0.8868460710842134,alpha-mannan=1.00,fructan=0.55,5.590354919433594
ours_CountVec_OvR_ET,cpu__ET500_log2,ours_shallow,shallow,"CountVec_cpu (split ',' '|' '_'; sparse counts)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Our tuned CountVec × ExtraTrees winner.,46,1,0.8932038834951457,,0.8925338897453284,0.8635607448107447,0.8723555488306146,alpha-mannan=1.00,beta-mannan=0.64,5.633819818496704
ours_CountVec_OvR_ET,cpu__ET500_log2,ours_shallow,shallow,"CountVec_cpu (split ',' '|' '_'; sparse counts)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Our tuned CountVec × ExtraTrees winner.,46,2,0.9029126213592233,,0.9016857171290668,0.8826827887025255,0.8895902014816915,fructan=1.00,arabinogalactan=0.62,5.6300437450408936
ours_CountVec_OvR_ET,cpu__ET500_log2,ours_shallow,shallow,"CountVec_cpu (split ',' '|' '_'; sparse counts)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Our tuned CountVec × ExtraTrees winner.,46,3,0.9029126213592233,,0.8969627594627595,0.8964667277167276,0.8934447371113676,alginate=1.00,fructan=0.75,5.559798955917358
ours_CountVec_OvR_ET,cpu__ET500_log2,ours_shallow,shallow,"CountVec_cpu (split ',' '|' '_'; sparse counts)",OvR(ExtraTrees n=500 log2 balanced bootstrap=False),Our tuned CountVec × ExtraTrees winner.,46,4,0.9223300970873787,,0.9242291042291041,0.911438492063492,0.9148864623675891,fructan=1.00,galactan=0.64,5.639933824539185
paper_CountVec_BRF,cv__BRF100,paper_shallow,shallow,CountVec_comma_pipe (sparse counts),OvR(BalancedRF n=100 balanced),Paper baseline.,42,0,0.8349514563106796,,0.8215412807804112,0.7972091687552213,0.8006709149335763,alpha-mannan=1.00,fructan=0.50,1.5347466468811035
paper_CountVec_BRF,cv__BRF100,paper_shallow,shallow,CountVec_comma_pipe (sparse counts),OvR(BalancedRF n=100 balanced),Paper baseline.,42,1,0.8398058252427184,,0.8073586922691782,0.8144848097808625,0.8068181436036558,alpha-mannan=1.00,fructan=0.57,1.5327389240264893
paper_CountVec_BRF,cv__BRF100,paper_shallow,shallow,CountVec_comma_pipe (sparse counts),OvR(BalancedRF n=100 balanced),Paper baseline.,42,2,0.8398058252427184,,0.8325459813555053,0.8255905790116316,0.8254382787315061,alginate=1.00,galactan=0.50,1.4881129264831543
paper_CountVec_BRF,cv__BRF100,paper_shallow,shallow,CountVec_comma_pipe (sparse counts),OvR(BalancedRF n=100 balanced),Paper baseline.,42,3,0.883495145631068,,0.8875219810146282,0.8871413308913311,0.8820962794061802,alpha-mannan=1.00,galactan=0.76,1.490166187286377
paper_CountVec_BRF,cv__BRF100,paper_shallow,shallow,CountVec_comma_pipe (sparse counts),OvR(BalancedRF n=100 balanced),Paper baseline.,42,4,0.8398058252427184,,0.8536415489017856,0.8309383903133902,0.834619551999877,alginate=0.94,arabinogalactan=0.71,1.506911039352417
paper_CountVec_BRF,cv__BRF100,paper_shallow,shallow,CountVec_comma_pipe (sparse counts),OvR(BalancedRF n=100 balanced),Paper baseline.,43,0,0.8689320388349514,,0.8600883606123161,0.8648114276074802,0.8603258018066096,alginate=0.95,arabinogalactan=0.77,1.5003440380096436
paper_CountVec_BRF,cv__BRF100,paper_shallow,shallow,CountVec_comma_pipe (sparse counts),OvR(BalancedRF n=100 balanced),Paper baseline.,43,1,0.7912621359223301,,0.790709297456294,0.7744677398624766,0.7740583004641626,alpha-mannan=1.00,arabinogalactan=0.50,1.4862048625946045
paper_CountVec_BRF,cv__BRF100,paper_shallow,shallow,CountVec_comma_pipe (sparse counts),OvR(BalancedRF n=100 balanced),Paper baseline.,43,2,0.8640776699029126,,0.8640450185922323,0.8619517945504788,0.8565593451113704,alpha-mannan=1.00,galactan=0.65,1.494450330734253
paper_CountVec_BRF,cv__BRF100,paper_shallow,shallow,CountVec_comma_pipe (sparse counts),OvR(BalancedRF n=100 balanced),Paper baseline.,43,3,0.9029126213592233,,0.9033479794230076,0.9019230769230769,0.9006012157824594,alpha-mannan=1.00,galactan=0.74,1.5217092037200928
paper_CountVec_BRF,cv__BRF100,paper_shallow,shallow,CountVec_comma_pipe (sparse counts),OvR(BalancedRF n=100 balanced),Paper baseline.,43,4,0.8349514563106796,,0.7818404588374728,0.7975498575498574,0.781642613931634,host glycan=0.93,arabinogalactan=0.18,1.518941879272461
paper_CountVec_BRF,cv__BRF100,paper_shallow,shallow,CountVec_comma_pipe (sparse counts),OvR(BalancedRF n=100 balanced),Paper baseline.,44,0,0.8203883495145631,,0.8248103235349743,0.8113307306728359,0.8122185265260335,alpha-mannan=1.00,fructan=0.67,1.5194077491760254
paper_CountVec_BRF,cv__BRF100,paper_shallow,shallow,CountVec_comma_pipe (sparse counts),OvR(BalancedRF n=100 balanced),Paper baseline.,44,1,0.8495145631067961,,0.8525860193118455,0.8433568295739349,0.8400291338778181,chitin=1.00,arabinogalactan=0.53,1.515207052230835
paper_CountVec_BRF,cv__BRF100,paper_shallow,shallow,CountVec_comma_pipe (sparse counts),OvR(BalancedRF n=100 balanced),Paper baseline.,44,2,0.8252427184466019,,0.8442138249087008,0.826770090289827,0.8171995391122787,alginate=1.00,arabinogalactan=0.60,1.53886079788208
paper_CountVec_BRF,cv__BRF100,paper_shallow,shallow,CountVec_comma_pipe (sparse counts),OvR(BalancedRF n=100 balanced),Paper baseline.,44,3,0.8349514563106796,,0.8085166832651353,0.8247074684574685,0.8120338143152236,alpha-mannan=1.00,galactan=0.61,1.527683973312378
paper_CountVec_BRF,cv__BRF100,paper_shallow,shallow,CountVec_comma_pipe (sparse counts),OvR(BalancedRF n=100 balanced),Paper baseline.,44,4,0.7961165048543689,,0.7324325197915424,0.7378004171754173,0.7269796554542319,host glycan=0.93,alpha-mannan=0.44,1.633758783340454
paper_CountVec_BRF,cv__BRF100,paper_shallow,shallow,CountVec_comma_pipe (sparse counts),OvR(BalancedRF n=100 balanced),Paper baseline.,45,0,0.8300970873786407,,0.8138110595408733,0.7929398817556713,0.7977081657940709,alpha-mannan=1.00,arabinogalactan=0.46,1.5172019004821777
paper_CountVec_BRF,cv__BRF100,paper_shallow,shallow,CountVec_comma_pipe (sparse counts),OvR(BalancedRF n=100 balanced),Paper baseline.,45,1,0.8592233009708737,,0.845072344121257,0.8393652801876487,0.8383322838229025,alpha-mannan=1.00,fructan=0.60,1.6006791591644287
paper_CountVec_BRF,cv__BRF100,paper_shallow,shallow,CountVec_comma_pipe (sparse counts),OvR(BalancedRF n=100 balanced),Paper baseline.,45,2,0.8349514563106796,,0.8242573385971964,0.8460741195938564,0.8217915522979521,alpha-mannan=1.00,galactan=0.50,1.5295498371124268
paper_CountVec_BRF,cv__BRF100,paper_shallow,shallow,CountVec_comma_pipe (sparse counts),OvR(BalancedRF n=100 balanced),Paper baseline.,45,3,0.8252427184466019,,0.8027283018701784,0.792710877085877,0.7816740765304173,chitin=1.00,fructan=0.40,1.613389015197754
paper_CountVec_BRF,cv__BRF100,paper_shallow,shallow,CountVec_comma_pipe (sparse counts),OvR(BalancedRF n=100 balanced),Paper baseline.,45,4,0.8155339805825242,,0.7990494331658126,0.8033435083435084,0.7910867373367374,alpha-mannan=1.00,fructan=0.53,1.5065889358520508
paper_CountVec_BRF,cv__BRF100,paper_shallow,shallow,CountVec_comma_pipe (sparse counts),OvR(BalancedRF n=100 balanced),Paper baseline.,46,0,0.8543689320388349,,0.8523463723096077,0.8254949071396439,0.8314227413665719,alginate=1.00,fructan=0.60,1.554764986038208
paper_CountVec_BRF,cv__BRF100,paper_shallow,shallow,CountVec_comma_pipe (sparse counts),OvR(BalancedRF n=100 balanced),Paper baseline.,46,1,0.8349514563106796,,0.8075575014086755,0.8435805057515582,0.8132061401857333,alpha-mannan=1.00,arabinogalactan=0.53,1.5894131660461426
paper_CountVec_BRF,cv__BRF100,paper_shallow,shallow,CountVec_comma_pipe (sparse counts),OvR(BalancedRF n=100 balanced),Paper baseline.,46,2,0.8203883495145631,,0.8246336853394877,0.7966991195938563,0.8014273973751641,alpha-mannan=1.00,arabinogalactan=0.44,1.50351881980896
paper_CountVec_BRF,cv__BRF100,paper_shallow,shallow,CountVec_comma_pipe (sparse counts),OvR(BalancedRF n=100 balanced),Paper baseline.,46,3,0.8300970873786407,,0.8219189769925065,0.8351266788766788,0.819361298939098,alpha-mannan=1.00,arabinogalactan=0.57,1.493278980255127
paper_CountVec_BRF,cv__BRF100,paper_shallow,shallow,CountVec_comma_pipe (sparse counts),OvR(BalancedRF n=100 balanced),Paper baseline.,46,4,0.8737864077669902,,0.8643939704689986,0.8610566748066747,0.8527581638443351,alpha-mannan=1.00,galactan=0.50,1.523123025894165
paper_doc2vec_dbow_BRF,d2vDbow__BRF100,paper_shallow,shallow,doc2vec_dbow infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dbow + BRF (precomputed infer_vector for all 1030 sup).,42,0,0.8009708737864077,,0.7957539225495215,0.8001934724632093,0.7898371631648028,alpha-mannan=1.00,galactan=0.59,2.1895291805267334
paper_doc2vec_dbow_BRF,d2vDbow__BRF100,paper_shallow,shallow,doc2vec_dbow infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dbow + BRF (precomputed infer_vector for all 1030 sup).,42,1,0.8155339805825242,,0.7722725916385781,0.8008335341559026,0.7813429149445388,host glycan=0.90,fructan=0.43,1.7076940536499023
