config,shorthand,family,role,featurizer,classifier,description,repeat_seed,fold,acc,classwise,precision_macro,recall_macro,f1_macro,best_substrate,worst_substrate,wall_sec
paper_doc2vec_dbow_BRF,d2vDbow__BRF100,paper_shallow,shallow,doc2vec_dbow infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dbow + BRF (precomputed infer_vector for all 1030 sup).,42,2,0.7475728155339806,,0.7227904040404041,0.7567398464108992,0.7190363380580772,alginate=0.95,galactan=0.47,1.6904759407043457
paper_doc2vec_dbow_BRF,d2vDbow__BRF100,paper_shallow,shallow,doc2vec_dbow infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dbow + BRF (precomputed infer_vector for all 1030 sup).,42,3,0.8349514563106796,,0.8252164238788143,0.8312576312576311,0.8226814704376375,alpha-mannan=1.00,arabinogalactan=0.53,1.6619493961334229
paper_doc2vec_dbow_BRF,d2vDbow__BRF100,paper_shallow,shallow,doc2vec_dbow infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dbow + BRF (precomputed infer_vector for all 1030 sup).,42,4,0.8058252427184466,,0.7817392350001047,0.8004647435897435,0.7820113859261335,alginate=0.95,alpha-mannan=0.60,1.6555027961730957
paper_doc2vec_dbow_BRF,d2vDbow__BRF100,paper_shallow,shallow,doc2vec_dbow infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dbow + BRF (precomputed infer_vector for all 1030 sup).,43,0,0.8689320388349514,,0.8489884742593721,0.8669354877578562,0.8561510718919186,chitin=0.96,galactan=0.62,1.6786210536956787
paper_doc2vec_dbow_BRF,d2vDbow__BRF100,paper_shallow,shallow,doc2vec_dbow infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dbow + BRF (precomputed infer_vector for all 1030 sup).,43,1,0.8203883495145631,,0.8356367596471238,0.7969458903669429,0.7884160825707499,alginate=1.00,fructan=0.50,1.6726629734039307
paper_doc2vec_dbow_BRF,d2vDbow__BRF100,paper_shallow,shallow,doc2vec_dbow infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dbow + BRF (precomputed infer_vector for all 1030 sup).,43,2,0.7961165048543689,,0.7756529461250824,0.8112244553691922,0.7873416385681717,chitin=0.96,galactan=0.55,1.6797010898590088
paper_doc2vec_dbow_BRF,d2vDbow__BRF100,paper_shallow,shallow,doc2vec_dbow infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dbow + BRF (precomputed infer_vector for all 1030 sup).,43,3,0.8203883495145631,,0.8000018159944631,0.8429906898656898,0.8104554471580334,alginate=1.00,beta-mannan=0.48,1.715268850326538
paper_doc2vec_dbow_BRF,d2vDbow__BRF100,paper_shallow,shallow,doc2vec_dbow infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dbow + BRF (precomputed infer_vector for all 1030 sup).,43,4,0.8009708737864077,,0.7640368334422044,0.808223951973952,0.7716356752861517,chitin=0.96,arabinogalactan=0.38,1.7848048210144043
paper_doc2vec_dbow_BRF,d2vDbow__BRF100,paper_shallow,shallow,doc2vec_dbow infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dbow + BRF (precomputed infer_vector for all 1030 sup).,44,0,0.8106796116504854,,0.7871749084249084,0.8185829959514169,0.7931202583030962,alginate=0.95,beta-mannan=0.62,1.7109811305999756
paper_doc2vec_dbow_BRF,d2vDbow__BRF100,paper_shallow,shallow,doc2vec_dbow infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dbow + BRF (precomputed infer_vector for all 1030 sup).,44,1,0.7912621359223301,,0.761483667194874,0.8108934596105649,0.7758832820109149,chitin=0.96,arabinogalactan=0.53,1.7792398929595947
paper_doc2vec_dbow_BRF,d2vDbow__BRF100,paper_shallow,shallow,doc2vec_dbow infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dbow + BRF (precomputed infer_vector for all 1030 sup).,44,2,0.8203883495145631,,0.7843608597285069,0.7911675020885548,0.7841671754171754,alginate=1.00,beta-mannan=0.54,1.764936923980713
paper_doc2vec_dbow_BRF,d2vDbow__BRF100,paper_shallow,shallow,doc2vec_dbow infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dbow + BRF (precomputed infer_vector for all 1030 sup).,44,3,0.8106796116504854,,0.7948689203526665,0.8149877899877901,0.7939000893990404,alginate=1.00,galactan=0.61,1.8140161037445068
paper_doc2vec_dbow_BRF,d2vDbow__BRF100,paper_shallow,shallow,doc2vec_dbow infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dbow + BRF (precomputed infer_vector for all 1030 sup).,44,4,0.7864077669902912,,0.7433331021889376,0.7711828449328451,0.7420534832452761,alginate=0.95,alpha-mannan=0.44,1.708564043045044
paper_doc2vec_dbow_BRF,d2vDbow__BRF100,paper_shallow,shallow,doc2vec_dbow infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dbow + BRF (precomputed infer_vector for all 1030 sup).,45,0,0.7864077669902912,,0.7923775570834394,0.7694360902255638,0.7605849752093053,alginate=1.00,fructan=0.50,1.7404611110687256
paper_doc2vec_dbow_BRF,d2vDbow__BRF100,paper_shallow,shallow,doc2vec_dbow infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dbow + BRF (precomputed infer_vector for all 1030 sup).,45,1,0.7912621359223301,,0.7730330895677727,0.7876360372084057,0.7768432112768783,chitin=0.96,galactan=0.50,1.6722619533538818
paper_doc2vec_dbow_BRF,d2vDbow__BRF100,paper_shallow,shallow,doc2vec_dbow infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dbow + BRF (precomputed infer_vector for all 1030 sup).,45,2,0.8058252427184466,,0.78993875992715,0.8199922884133409,0.787927853063942,alginate=1.00,galactan=0.53,1.7655680179595947
paper_doc2vec_dbow_BRF,d2vDbow__BRF100,paper_shallow,shallow,doc2vec_dbow infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dbow + BRF (precomputed infer_vector for all 1030 sup).,45,3,0.8106796116504854,,0.758981751007613,0.7784773097273097,0.7544270067959272,chitin=1.00,fructan=0.20,1.7004430294036865
paper_doc2vec_dbow_BRF,d2vDbow__BRF100,paper_shallow,shallow,doc2vec_dbow infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dbow + BRF (precomputed infer_vector for all 1030 sup).,45,4,0.7864077669902912,,0.7866740881446764,0.785788308913309,0.7676698448590775,chitin=0.92,fructan=0.53,1.772320032119751
paper_doc2vec_dbow_BRF,d2vDbow__BRF100,paper_shallow,shallow,doc2vec_dbow infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dbow + BRF (precomputed infer_vector for all 1030 sup).,46,0,0.8106796116504854,,0.7994543600916147,0.7910285328706381,0.7882136247541047,alginate=0.95,galactan=0.52,1.691411018371582
paper_doc2vec_dbow_BRF,d2vDbow__BRF100,paper_shallow,shallow,doc2vec_dbow infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dbow + BRF (precomputed infer_vector for all 1030 sup).,46,1,0.8106796116504854,,0.7921278022993709,0.8127659694107061,0.7945884889267187,alpha-mannan=1.00,arabinogalactan=0.50,1.6923069953918457
paper_doc2vec_dbow_BRF,d2vDbow__BRF100,paper_shallow,shallow,doc2vec_dbow infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dbow + BRF (precomputed infer_vector for all 1030 sup).,46,2,0.8446601941747572,,0.8331389370863057,0.845081493798599,0.8252543271019609,alginate=0.95,alpha-mannan=0.62,1.7466940879821777
paper_doc2vec_dbow_BRF,d2vDbow__BRF100,paper_shallow,shallow,doc2vec_dbow infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dbow + BRF (precomputed infer_vector for all 1030 sup).,46,3,0.7912621359223301,,0.7586558990067762,0.7909493284493285,0.7615738572713662,alginate=1.00,beta-mannan=0.57,1.7894799709320068
paper_doc2vec_dbow_BRF,d2vDbow__BRF100,paper_shallow,shallow,doc2vec_dbow infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dbow + BRF (precomputed infer_vector for all 1030 sup).,46,4,0.8640776699029126,,0.8401877055481175,0.8600984432234432,0.8449971215570256,alpha-glucan=0.96,beta-mannan=0.56,1.8355729579925537
paper_doc2vec_dm_BRF,d2vDm__BRF100,paper_shallow,shallow,doc2vec_dm infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dm + BRF (precomputed infer_vector for all 1030 sup).,42,0,0.558252427184466,,0.5095310448251624,0.5424348933230513,0.5077183278933335,chitin=0.82,fructan=0.20,2.48826003074646
paper_doc2vec_dm_BRF,d2vDm__BRF100,paper_shallow,shallow,doc2vec_dm infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dm + BRF (precomputed infer_vector for all 1030 sup).,42,1,0.6747572815533981,,0.6368690255417945,0.6572361593085276,0.6384970956379492,chitin=0.83,arabinogalactan=0.33,1.6988589763641357
paper_doc2vec_dm_BRF,d2vDm__BRF100,paper_shallow,shallow,doc2vec_dm infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dm + BRF (precomputed infer_vector for all 1030 sup).,42,2,0.587378640776699,,0.5501554153227494,0.6081156818327871,0.5648626080728709,chitin=0.79,fructan=0.31,1.7396092414855957
paper_doc2vec_dm_BRF,d2vDm__BRF100,paper_shallow,shallow,doc2vec_dm infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dm + BRF (precomputed infer_vector for all 1030 sup).,42,3,0.6796116504854369,,0.6318022075713083,0.6608452889702889,0.6316166764110331,pectin=0.83,alginate=0.31,1.7712690830230713
paper_doc2vec_dm_BRF,d2vDm__BRF100,paper_shallow,shallow,doc2vec_dm infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dm + BRF (precomputed infer_vector for all 1030 sup).,42,4,0.6067961165048543,,0.6044284662705715,0.6142925824175824,0.5971013272901047,fructan=0.73,chitin=0.42,1.769413948059082
paper_doc2vec_dm_BRF,d2vDm__BRF100,paper_shallow,shallow,doc2vec_dm infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dm + BRF (precomputed infer_vector for all 1030 sup).,43,0,0.6359223300970874,,0.6102909093359008,0.643079614099351,0.6088511296943355,xylan=0.73,arabinogalactan=0.43,1.774515151977539
paper_doc2vec_dm_BRF,d2vDm__BRF100,paper_shallow,shallow,doc2vec_dm infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dm + BRF (precomputed infer_vector for all 1030 sup).,43,1,0.5776699029126213,,0.5654460671670817,0.590888117730223,0.5604782061472601,chitin=0.77,beta-mannan=0.26,1.7691898345947266
paper_doc2vec_dm_BRF,d2vDm__BRF100,paper_shallow,shallow,doc2vec_dm infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dm + BRF (precomputed infer_vector for all 1030 sup).,43,2,0.6359223300970874,,0.5986104790271457,0.6242331791016001,0.6031195649094484,pectin=0.76,arabinogalactan=0.33,1.797231912612915
paper_doc2vec_dm_BRF,d2vDm__BRF100,paper_shallow,shallow,doc2vec_dm infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dm + BRF (precomputed infer_vector for all 1030 sup).,43,3,0.7087378640776699,,0.6869742063492064,0.6790661884411886,0.6740672080282756,chitin=0.83,galactan=0.41,1.7603356838226318
paper_doc2vec_dm_BRF,d2vDm__BRF100,paper_shallow,shallow,doc2vec_dm infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dm + BRF (precomputed infer_vector for all 1030 sup).,43,4,0.6213592233009708,,0.5729502264874605,0.6154917073667073,0.5838364232093235,chitin=0.88,arabinogalactan=0.00,1.728201150894165
paper_doc2vec_dm_BRF,d2vDm__BRF100,paper_shallow,shallow,doc2vec_dm infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dm + BRF (precomputed infer_vector for all 1030 sup).,44,0,0.6456310679611651,,0.6341496868141605,0.6551496931431141,0.6331166164890943,alpha-mannan=0.89,galactan=0.38,1.7978119850158691
paper_doc2vec_dm_BRF,d2vDm__BRF100,paper_shallow,shallow,doc2vec_dm infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dm + BRF (precomputed infer_vector for all 1030 sup).,44,1,0.5922330097087378,,0.5829719371279473,0.6102391796799692,0.5855154796156493,chitin=0.75,beta-mannan=0.29,1.7766342163085938
paper_doc2vec_dm_BRF,d2vDm__BRF100,paper_shallow,shallow,doc2vec_dm infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dm + BRF (precomputed infer_vector for all 1030 sup).,44,2,0.6747572815533981,,0.6886406384722948,0.6940769391427287,0.6720923296854974,chitin=0.88,beta-mannan=0.53,1.8627769947052002
paper_doc2vec_dm_BRF,d2vDm__BRF100,paper_shallow,shallow,doc2vec_dm infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dm + BRF (precomputed infer_vector for all 1030 sup).,44,3,0.616504854368932,,0.5794504879219325,0.5752785409035409,0.5664287386418889,xylan=0.76,alginate=0.40,1.7339248657226562
paper_doc2vec_dm_BRF,d2vDm__BRF100,paper_shallow,shallow,doc2vec_dm infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dm + BRF (precomputed infer_vector for all 1030 sup).,44,4,0.5825242718446602,,0.5593591665186092,0.5790954415954416,0.5600045972540806,chitin=0.78,alpha-mannan=0.31,1.7354331016540527
paper_doc2vec_dm_BRF,d2vDm__BRF100,paper_shallow,shallow,doc2vec_dm infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dm + BRF (precomputed infer_vector for all 1030 sup).,45,0,0.6213592233009708,,0.5979418521085187,0.5931960911895121,0.568146682548576,chitin=0.77,arabinogalactan=0.17,1.7966821193695068
paper_doc2vec_dm_BRF,d2vDm__BRF100,paper_shallow,shallow,doc2vec_dm infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dm + BRF (precomputed infer_vector for all 1030 sup).,45,1,0.6650485436893204,,0.6487791831088933,0.6350443817878028,0.6326015557026371,beta-glucan=0.86,galactan=0.27,1.7311742305755615
paper_doc2vec_dm_BRF,d2vDm__BRF100,paper_shallow,shallow,doc2vec_dm infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dm + BRF (precomputed infer_vector for all 1030 sup).,45,2,0.6213592233009708,,0.6000101538431059,0.6500053820448558,0.6148061895052378,alpha-mannan=0.83,beta-mannan=0.38,1.7761390209197998
paper_doc2vec_dm_BRF,d2vDm__BRF100,paper_shallow,shallow,doc2vec_dm infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dm + BRF (precomputed infer_vector for all 1030 sup).,45,3,0.6262135922330098,,0.6138618853531134,0.6450040700040701,0.6192600778605353,chitin=0.86,alginate=0.42,1.722024917602539
paper_doc2vec_dm_BRF,d2vDm__BRF100,paper_shallow,shallow,doc2vec_dm infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dm + BRF (precomputed infer_vector for all 1030 sup).,45,4,0.5970873786407767,,0.548646466716768,0.5917391636141635,0.5572125738212085,chitin=0.77,arabinogalactan=0.25,1.7385480403900146
paper_doc2vec_dm_BRF,d2vDm__BRF100,paper_shallow,shallow,doc2vec_dm infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dm + BRF (precomputed infer_vector for all 1030 sup).,46,0,0.6213592233009708,,0.5785931932990757,0.5980166763061501,0.5770865048071688,alpha-glucan=0.79,galactan=0.23,1.8821520805358887
paper_doc2vec_dm_BRF,d2vDm__BRF100,paper_shallow,shallow,doc2vec_dm infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dm + BRF (precomputed infer_vector for all 1030 sup).,46,1,0.5776699029126213,,0.5715568625656345,0.5898945279866332,0.5745021584695498,fructan=0.77,arabinogalactan=0.29,1.7330169677734375
paper_doc2vec_dm_BRF,d2vDm__BRF100,paper_shallow,shallow,doc2vec_dm infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dm + BRF (precomputed infer_vector for all 1030 sup).,46,2,0.6456310679611651,,0.6060693509468019,0.6428170988368357,0.6057386305149964,beta-glucan=0.78,arabinogalactan=0.43,1.7071518898010254
paper_doc2vec_dm_BRF,d2vDm__BRF100,paper_shallow,shallow,doc2vec_dm infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dm + BRF (precomputed infer_vector for all 1030 sup).,46,3,0.5970873786407767,,0.5708521804505645,0.5735233516483517,0.5619306680467191,chitin=0.81,fructan=0.40,1.7930469512939453
paper_doc2vec_dm_BRF,d2vDm__BRF100,paper_shallow,shallow,doc2vec_dm infer_vector (300d doc vec),OvR(BalancedRF n=100 balanced),Paper doc2vec_dm + BRF (precomputed infer_vector for all 1030 sup).,46,4,0.6601941747572816,,0.6191104505781772,0.6550674094424095,0.6240966321443849,chitin=0.85,arabinogalactan=0.29,1.7470881938934326
ours_FastText_OvR_ET,ftCbow_MM__ET500_sqrt,ours_shallow,shallow,FT_cbow mean+max concat 600d (gensim native ft.wv[t]),OvR(ExtraTrees n=500 sqrt balanced bootstrap=False),Our FastText alternative — gensim native API for n-gram OOV.,42,0,0.8980582524271845,,0.8777482277553789,0.8684357930081615,0.8709716904721537,chitin=1.00,arabinogalactan=0.67,5.77424693107605
ours_FastText_OvR_ET,ftCbow_MM__ET500_sqrt,ours_shallow,shallow,FT_cbow mean+max concat 600d (gensim native ft.wv[t]),OvR(ExtraTrees n=500 sqrt balanced bootstrap=False),Our FastText alternative — gensim native API for n-gram OOV.,42,1,0.8786407766990292,,0.8702888965570125,0.8739000546237389,0.8658679444154721,alpha-mannan=1.00,arabinogalactan=0.71,5.699233055114746
ours_FastText_OvR_ET,ftCbow_MM__ET500_sqrt,ours_shallow,shallow,FT_cbow mean+max concat 600d (gensim native ft.wv[t]),OvR(ExtraTrees n=500 sqrt balanced bootstrap=False),Our FastText alternative — gensim native API for n-gram OOV.,42,2,0.8932038834951457,,0.9049057115723782,0.8522285280508965,0.8696805093849284,alpha-mannan=1.00,fructan=0.67,5.619226694107056
ours_FastText_OvR_ET,ftCbow_MM__ET500_sqrt,ours_shallow,shallow,FT_cbow mean+max concat 600d (gensim native ft.wv[t]),OvR(ExtraTrees n=500 sqrt balanced bootstrap=False),Our FastText alternative — gensim native API for n-gram OOV.,42,3,0.9174757281553398,,0.9361948021696449,0.8833333333333333,0.9009586261876278,alpha-mannan=1.00,arabinogalactan=0.67,5.655082941055298
ours_FastText_OvR_ET,ftCbow_MM__ET500_sqrt,ours_shallow,shallow,FT_cbow mean+max concat 600d (gensim native ft.wv[t]),OvR(ExtraTrees n=500 sqrt balanced bootstrap=False),Our FastText alternative — gensim native API for n-gram OOV.,42,4,0.9029126213592233,,0.9266655446003272,0.8724992368742367,0.8931069817977737,pectin=0.95,fructan=0.80,5.640684127807617
ours_FastText_OvR_ET,ftCbow_MM__ET500_sqrt,ours_shallow,shallow,FT_cbow mean+max concat 600d (gensim native ft.wv[t]),OvR(ExtraTrees n=500 sqrt balanced bootstrap=False),Our FastText alternative — gensim native API for n-gram OOV.,43,0,0.9514563106796117,,0.9717110143525239,0.9262759462759463,0.9444146893321811,pectin=1.00,arabinogalactan=0.83,5.670906066894531
ours_FastText_OvR_ET,ftCbow_MM__ET500_sqrt,ours_shallow,shallow,FT_cbow mean+max concat 600d (gensim native ft.wv[t]),OvR(ExtraTrees n=500 sqrt balanced bootstrap=False),Our FastText alternative — gensim native API for n-gram OOV.,43,1,0.8689320388349514,,0.8627930101778921,0.8477159645909648,0.8532762723570263,alpha-mannan=1.00,beta-mannan=0.56,5.616797924041748
ours_FastText_OvR_ET,ftCbow_MM__ET500_sqrt,ours_shallow,shallow,FT_cbow mean+max concat 600d (gensim native ft.wv[t]),OvR(ExtraTrees n=500 sqrt balanced bootstrap=False),Our FastText alternative — gensim native API for n-gram OOV.,43,2,0.9029126213592233,,0.8984931004667848,0.8706501028211555,0.8817480667480667,host glycan=0.96,arabinogalactan=0.77,5.658350944519043
ours_FastText_OvR_ET,ftCbow_MM__ET500_sqrt,ours_shallow,shallow,FT_cbow mean+max concat 600d (gensim native ft.wv[t]),OvR(ExtraTrees n=500 sqrt balanced bootstrap=False),Our FastText alternative — gensim native API for n-gram OOV.,43,3,0.9320388349514563,,0.9350382099466766,0.9202876984126984,0.9259500277213307,fructan=1.00,arabinogalactan=0.71,5.721190929412842
ours_FastText_OvR_ET,ftCbow_MM__ET500_sqrt,ours_shallow,shallow,FT_cbow mean+max concat 600d (gensim native ft.wv[t]),OvR(ExtraTrees n=500 sqrt balanced bootstrap=False),Our FastText alternative — gensim native API for n-gram OOV.,43,4,0.9174757281553398,,0.9092718857497183,0.8812095543345543,0.8923175238410747,chitin=1.00,arabinogalactan=0.67,5.733687877655029
